88
-0.026048 0.969273 -0.244606
-0.227799 -0.180432 0.956845
-0.824351 -0.050807 -0.563795
-0.015543 0.274087 -0.961579
0.284427 -0.398329 -0.872029
0.327028 0.868743 0.371938
-0.746579 -0.430725 -0.507046
0.058467 -0.128560 -0.989977
-0.001753 0.500464 0.865756
0.544595 0.583108 -0.602827
-0.272548 0.214988 0.937815
-0.315034 0.949070 0.004355
0.301339 0.443151 -0.844282
0.751002 -0.404515 -0.521884
-0.712671 -0.474062 0.517074
0.863785 0.503816 0.006698
0.080301 0.705526 -0.704120
0.811669 0.003895 0.584105
-0.984728 0.039111 0.169651
-0.964278 0.193056 -0.181376
0.503671 -0.810861 -0.298027
-0.349408 0.847379 0.399829
0.529167 -0.393388 0.751817
0.083022 0.074259 0.993777
0.601769 -0.188660 -0.776068
-0.440173 -0.784096 0.437541
0.340460 0.319513 0.884307
-0.016816 0.803177 0.595503
-0.642282 0.756007 0.126203
-0.096157 -0.802355 0.589051
0.839021 0.380970 -0.388466
0.299820 0.850330 -0.432490
-0.560785 -0.217762 -0.798811
0.369055 0.071231 -0.926674
0.584121 -0.677042 0.447680
-0.573753 -0.132995 0.808158
0.609582 0.785294 0.108273
-0.801506 0.315275 -0.508124
-0.435407 -0.591117 -0.678971
-0.561842 -0.766006 -0.312359
-0.255025 0.508722 -0.822292
-0.445197 -0.895054 0.026047
0.030270 -0.669649 -0.742061
0.873678 -0.016670 -0.486219
-0.559235 0.221762 -0.798798
0.587465 -0.803673 0.094846
-0.647010 0.588859 0.484380
-0.002384 0.977246 0.212098
0.983281 0.149870 -0.103431
0.659796 0.336446 0.671918
0.675849 0.605025 0.420919
0.208442 -0.277752 0.937766
0.243710 -0.969536 -0.024623
0.163682 -0.883106 -0.439695
0.257147 -0.896588 0.360563
-0.799573 0.564310 -0.205518
0.956771 -0.233819 -0.172969
-0.549646 0.586763 -0.594642
-0.424231 -0.509179 0.748843
-0.924960 -0.332428 0.184229
-0.223531 0.821125 -0.525155
0.349282 0.646531 0.678233
0.264802 -0.670247 0.693288
-0.838365 0.248094 0.485380
0.798549 -0.348151 0.491031
-0.884856 0.439528 0.154421
0.973439 -0.093628 0.208927
-0.349212 0.588335 0.729324
-0.518011 0.809856 -0.275313
-0.119105 -0.980403 -0.156921
-0.110240 -0.965415 0.236266
0.305489 0.951012 -0.047464
-0.959915 -0.184138 -0.211321
-0.192875 -0.398652 -0.896591
0.664522 0.220143 -0.714106
0.449970 -0.630459 -0.632493
0.905706 0.284720 0.314056
0.783950 -0.586615 -0.203236
-0.713039 -0.677877 0.179050
-0.837257 -0.121049 0.533243
-0.827254 -0.541408 -0.150097
-0.064158 -0.520491 0.851453
-0.229041 -0.841272 -0.489695
0.641581 0.720689 -0.262643
0.859642 -0.487850 0.151720
0.517568 -0.024989 0.855277
-0.592503 0.256429 0.763665
-0.300730 0.014686 -0.953596
